,title,body,age,educated,region,url
0,지역주도형 청년일자리사업,"관내 사회적경제조직 및 중소기업에 미취업 청년 채용시 인건비를 지원 하여 청년에게 적합한 지역 일자리 제공으로 청년의 지역정착 유도 및 사회적기업, 중소기업 등 지역경제 활성화에 기여하고자 함",만 18세~39세,제한없음,경기도 가평군,www.ggjh.co.kr
1,가평장학관 운영,"향토인재의 양성을 위해 지역 대학생에게 숙식 등
편의를 제공하고 학부모의 교육비 부담을 경감시키고자 함, 경기도의 대학생에게 안전하고 쾌적한 숙식 면학환경을 제공하여 장차 지역사회와 국가발전, 인류사회에 공헌할 인재를 양성하고 나아가 교육 기회의 평등 실현에 기여하고자 함",-,제한없음,경기도 가평군,www.ggjh.co.kr
2,대학생 군정체험 활동 (하반기),"관내 대학생들에게 방학기간동안 다양한 행정체험을 통해 군정에 대한 이해와 고향에 대한 애정을 높이는 기회 제공, 학생들의 자발적 학자금 조달활동을 통한 학부모 가계부담 경감 및 다양한 행정체험을 통해 군정에 대한 이해와 애향심을 높이는 선행적 사회경험의 기회를 제공",-,대학 재학,경기도 가평군,http://www.gp.go.kr
3,가평군 장학생, 지역 우수인재들의 지원 및 가정환경이 어려운 학생들의 학업여건 개선을 위해 모집,-,대학 재학,경기도 가평군,https://www.gp.go.kr/
4,경기도 청년공동체 활동지원사업,청년공동체를 발굴하고 청년들의 역량강화와 지역 커뮤니티 활동을 활성화하기 위한 지원사업의 참여자 공개 모집,만 20세 ~ 만 39세,제한없음,경기도 가평군,http//www.gg.go.kr
5,일하는 청년 복지포인트,경기도에서는 중소기업 처우개선 및 근로자 복리후생지원, 만 18세 ~ 34세,제한없음,경기도 가평군,https://www.gp.go.kr/portal/selectBbsNttView.do?key=501&bbsNo=150&nttNo=163373&searchCtgry=&searchCnd=SJ&searchKrwd=%EB%B3%B5%EC%A7%80%ED%8F%AC%EC%9D%B8%ED%8A%B8&pageIndex=1&integrDeptCode=
6,청년 마이스터통장,경기도에서는 중소기업 처우개선 및 복리후생지원, 만 18세 ~ 34세,제한없음,경기도 가평군,https://www.gp.go.kr/portal/selectBbsNttView.do?key=501&bbsNo=150&nttNo=163373&searchCtgry=&searchCnd=SJ&searchKrwd=%EB%B3%B5%EC%A7%80%ED%8F%AC%EC%9D%B8%ED%8A%B8&pageIndex=1&integrDeptCode=
7,청년창업농 선발 및 영농정착지원 사업,"창업 자금, 기술·경영 교육과 컨설팅, 농지은행 매입비축 농지 임대 및 농지 매매를 연계 지원하여 건실한 경영체로 성장을 유도, 특히 영농 초기 소득이 불안정한 청년창업농에게는 최장 3년간 월 최대 100만원의 영농정착 지원금을 지급, 이를 통해 젊고 유능한 인재의 농업 분야 진출을 촉진하는 선순환 체계 구축, 농가 경영주의 고령화 추세 완화 등 농업 인력구조 개선",만 18세 이상 ～ 만 40세 미만,제한없음,경기도 가평군,https://www.gp.go.kr/
8,여성농업인 행복바우처,"보건․문화 비용 지원으로 여성농업인의 건강증진 및 여성농업인의 삶의 질 향상, 여성농업인의 사기진작 및 직업적 자긍심 고취, 실질적으로 농업에 종사하는 여성 농업인의 신청과 수혜자 부담의 원칙에 의하여 건강관리․문화활동에 필요한 최소 예산 지원, 대상자 적격여부 사전 검증(선정) 및 전반적인 수혜자 체감 만족도 제고를 위한 사후관리 철저",만 20세 이상,제한없음,경기도 가평군,https://www.gp.go.kr/
9,사회적경제 육성 및 창업아카데미 운영,"○ 사회적경제에 대한 지역 주민의 이해를 통해 관내 사회적경제에 대한 관심을 불러일으키고 사회적경제 기업을 창업하고자 하는 지역주민에게 기회 제공
○ 베이비부머, 청년 등 사회적경제 창업희망자 수혜의 폭을 넓히고 원활한 지원으로 지역문제 이해를 통한 지역사회 혁신 및 사회적 경제 일자리 확충",-,제한없음,경기도 가평군,https://www.gp.go.kr/
10,청년정책아이디어 경진대회,청년이 바라는 청년정책을 직접 제안하고 우수사례를 발굴하여 시책사업으로 추진함으로써 청년의 시정 참여 확대와 청년 정책 효과성 제고 ,만18~34세,제한없음,경기도 고양시,http://www.goyang.go.kr
11,청년 창의적 일자리 포럼 개최,"고양시와 경기도, 일자리 전문가와 지역 청년이 한자리에 모여 일자리 문제를 논의 할 수 있는 토론의 장을 마련, 새로운 고용정책을 모색하고 좋은 일자리‧창업 환경을 만들기 위한 방향 제시",-,제한없음,경기도 고양시,http://www.goyang.go.kr
12,시장과 함께하는 청년 토크 콘서트,고양시장과 지역청년이 모여 고양시장의 시정 운영방안 등에 대한 자유로운 의견 교환을 통한 쌍방향 소통 및 청년의 의견을 반영한 정책 발굴,-,제한없음,경기도 고양시,http://www.goyang.go.kr
13,고양청년 재정지원 프로그램,창업자금 및 경영자금 지원를 위한 무보증 대출 지원,만 18세~39세,제한없음,경기도 고양시,https://www.gcgf.or.kr
14,청년 직무 직업 교육 실시,청년에게 취업‧창업에 필요한 교육프로그램을 관내 위탁 또는 대형 유통업체와 협업하여 제공함으로써 청년 직무 역량 강화,-,제한없음,경기도 고양시,http://www.goyang.go.kr
15,대학생직장제험 연수,"고양시 대학생들에게 방학을 이용하여 일정 기간(20일) 동안 공공기관 직장체험을 통해 진로탐색 및 직업선택, 경력형성 등 취업활동 지원",-,대학교 재(휴)학생,경기도 고양시,http://www.goyang.go.kr
16,청년일자리박람회 '청년드림 JOB콘서트'(가칭),"청년들에게 실질적 도움이 되도록, 진로 탐색․직업 체험․채용 면접 등을 통합 구성하여 청년 구직 수요가 반영되도록 일자리박람회를 개최",만18세 이상,제한없음,경기도 고양시,blog.naver.com/goyang_jobs
17,일자리 카페 운영,"고양시 청년구직자들을 위한 취업프로그램 준비, 민간카페를 임자하여 청년들이 필요한 커뮤니티 공간제공",만 18세~34세,제한없음,경기도 고양시,http://www.goyangjobcafe.kr/
18,청년 캣취업(Cat cheer-up) 사관학교(2차),"5주간 집단상담+개별상담을 병행하는 맞춤형 취업지원 프로그램, 연간5기 운영(기수별 15명)",만 18~34세,제한없음,경기도 고양시,blog.naver.com/goyang_jobs
19,면접정장 대여,"면접에 필요한 복장 대여 지원, 면접부담 경감,- 저성장 경제기조 속에 고용위기에 따른 높아지는 청년 실업률만큼이나 길어지는 구직기간으로 경제적 어려움을 겪는 고양 청년들에게 면접에 필요한 정장 비용을 무료로 지원하여 취업성공 응원 및 경제적 부담을 경감시키고자 함",만 18세~만34세,"-  고등학교 졸업예정자 포함
- 고양시 소재 대학교 구직 대학생
- 덕양구 원흥동 소재 '한국장학재단 대학생연합생활관'입주대학생",경기도 고양시,http://www.goyang.go.kr
20,좋은 일자리플러스사업, 고양시 일자리 교육훈련 사업에 참여하는 청년채용 기업에 인건비를 지원하여 기업의 인건비 부담 감소를 통한 청년의 안정적 일자리 제공과 지속 가능한 경제활동 지원,만 18세~34세,제한없음,경기도 고양시,http://www.goyang.go.kr
21,"고양 첨단산업 청년창업 생태계 조성 
⇒첨단산업 스타트업 육성","첨단산업 활성화를 위한 기반 조성 사업으로 아이디어 공모, 컨설팅, 창업 캠프 운영을 통해 창업 생태계 구축 및 스타트업 기업 육성",-,제한없음,경기도 고양시,http://www.goyang.go.kr
22,고양 1인 창조기업 지원센터 운영,1인 창조기업(예비 창업자) 대상 인프라 제공 및 체계적인 맞춤형 원스톱 창업 지원을 통해 지속적인 창업 수요 및 일자리 창출하고 청년 창업을 지원,-,제한없음,경기도 고양시,http://www.goyang.go.kr
23,청년 농업인 영농 안정화 시범,영농에 정착한 청년농업인들의 경쟁력 강화와 전문성 제고를 위한 영농신기술과 창의적 아이디어를 바탕으로 자립기반을 갖춘 전문 청년농업인으로 양성,만18세~39세,제한없음,경기도 고양시,http://www.goyang.go.kr
24,청년농업인 4-H회원 신규영농 정착,발전하는 농업ㆍ농촌을 위한 청년농업인 4-H회원들의 초기 영농정착 지원 사업으로 우수한 청년농업인 4-H회원 발굴 육성을 통해 농업후계 인재 양성에 기여,만18세~39세,제한없음,경기도 고양시,http://www.goyang.go.kr
25,청년농업인 경쟁력 제고,"청년농업인들의 열정과 창의적 아이디어 브랜드화, 영농신기술을 적용하여 청년농업인들이 농업ㆍ농촌의 주역으로 성장하여 농업 발전의 성공모델 제시",만18세~39세,제한없음,경기도 고양시,http://www.goyang.go.kr
26,청년 농업인 경영진단 컨설팅,"청년 창업농의 안정적인 영농정착과 경영목표 달성을 지원하기 위하여 기술․경영상태 진단, 분석 후 컨설팅 제공",만18세~39세,제한없음,경기도 고양시,http://www.goyang.go.kr
27,청년배당,"경기도에서 3년 이상 거주한 청년들에게 연100만원의 지역화폐를 지급함으로써 청년들의 복지 증진, 취업역량 강화 및 지역경제 활성화 도모,고양시에 거주하는 청년에게 청년배당을 지급하여 청년들의 복지향상과 안정적 생활기반을 조성하고 지역경제 활성화에 이바지하고자 함. ",만24세,제한없음,경기도 고양시,apply.jobaba.net
28,농업인 자녀 학자금 대출,농·어업인 대학생자녀 학자금 지원으로 교육의 기회를 균등하게 제공하고 젊은 농·어업인의 지역 정착 유도,-,대학재학,경기도 고양시,https://www.gov.kr/portal/main
29,청년과 신혼부부를 위한 사회적주택공급," 낙후된 지역 내(원당, 능곡, 일산) 건물(다가구, 단독)을 매입하여 리모델링 후 저소득층 청년, 신혼부부 등에 저렴한 가격에 임대하여 주거안정에 기여하고 도시재생사업에 참여",-,제한없음,경기도 고양시,http://www.goyang.go.kr
30,청년커뮤니티,청년의 교류를 증진 통한 건전한 청년문화 조성,만 18세~34세,제한없음,경기도 고양시,http://www.goyang.go.kr
31,청년농업인 영농정착 지원사업,"○ 창업 자금, 기술·경영 교육과 컨설팅, 농지은행 매입비축 농지 임대 및 농지 매매를 연계 지원하여 건실한 경영체로 성장 유도
○ 유능한 인재의 농업 분야 진출을 촉진하는 선순환 체계를 구축하여, 농가 경영주의 고령화 추세 완화 등 농업 인력구조를 개선",만 18세 이상 ~ 40세 미만,제한 없음,경기도 고양시,http://www.mafra.go.kr/mafra/1080/subview.do
32,고양 청년 인턴 지원 사업,청년일자리 창출과 고용안정을 목적,만 18세 이상 만 39세 이하,제한없음,경기도 고양시,http://www.goyang.go.kr
33,공공근로사업, 저소득 · 실직자 등 취약계층을 위해 한시적 일자리를 제공하여 최소한의 생계보장 및 고용안정을 도모,만 18세 이상,제한없음,경기도 고양시,http://www.goyang.go.kr
34,제 2기 고양시 소셜기자단 모집,"고양시에서는 시정소식, 문화행사부터 숨은 시민 이야기 등  우리 시의 각종 소식들을 직접 작성해 널리 알릴 수 있는 제2기 ‘고양시 소셜기자단’ 모집",-,고등학생부터 일반성인까지 지원 가능,경기도 고양시,http://www.goyang.go.kr
35,희망-내일' 공공일자리사업,"사회전반에 걸친 저성장 기조 속에 고용위기로 인한 실업 대책으로서, 선제적인 재정투입으로 전 계층을 대상으로 한 공공부문의 솔선수범의 일자리 확대정책으로서 서민생활 안정 및 지역경제 활성화에 기여",만18세 이상,제한없음,경기도 고양시,고양시 통합 일자리정보 www.goyang.go.kr/jobs
36,청년취업성공프로그램,다양한 청년취업프로그램 제공으로 청년구직자에게 취업에 필요한 정보를 공유하여 기업에 취업 할 수 있는 기회 제공 등 청년고용 활성화를 위한 프로그램,만 35세 미만,제한없음,경기도 과천시,http://www.gccity.go.kr/search/search.jsp
37,과천시 청년기본소득(청년배당),정기적인 소득 지원을 통해 장래를 준비할 수 있는 시간을 주어 사회활동을 촉진,만 24세,제한없음,경기도 과천시,apply.jobaba.net
38,소상공인 환경개선사업,과천시 내 소상공인의 환경개선사업을 통한 점포 매출증대 및 상인들의 자생력을 강화,-,제한없음,경기도 과천시 ,http://www.gccity.go.kr/
39,대학생 학자금대출 이자지원 사업,한국장학재단을 통해 학자금을 대출받은 대학생의 대출이자 지원하여 학업 부담 경감,-,대학 재학,경기도 과천시 ,http://gccity.go.kr/main/page.do?mCode=E080000000&cIdx=614
40,장학금 지원 사업,경제적 이유로 학업이 곤란하거나 성적이나 재능이 우수한 관내에 주민등록이 되어 있는 고등학생·대학생 지원,-,"고교 재학, 대학 재학",경기도 과천시 ,http://gccity.go.kr/main/page.do?mCode=E080000000&cIdx=614
41,장애인 일자리사업 (복지형/일반형),장애인의 사회참여 확대와 소득보장 도모,만 18세 이상,제한 없음,경기도 과천시 ,www.happyseed.or.kr 
42,신혼부부 주택전세자금 대출이자 지원,"신혼부부의 주거비 부담을 완화해 안정된 정주 여건을 마련해 줌으로써, 결혼을 장려하고 아이를 낳아 기를 수 있는 환경을 조성",-,제한 없음,경기도 과천시 ,http://www.gccity.go.kr/
43,대학생 아르바이트 운영,"관내 거주 대학생들에게 방학기간 중 일자리를 제공함으로써 사회생활 경험을 통한 시정 이해의 기회를 부여하고, 학비 마련에 도움을 주고자 함",-,대학 재학,경기도 과천시 ,http://www.gccity.go.kr/
44,2019년 지역주도형 청년일자리 사업,청년들에게 적합한 지역 일자리를 발굴 제공하여 자산형성이 가능한 수준의 소득을 창출하는 지속 가능한 경제활동을 지원,만 19세 이상 ~ 만 39세 이하,제한 없음,경기도 과천시 ,http://www.gccity.go.kr/
45,"미취업청년 채용기업 청년인건비 지원
(2019년 지역주도형 청년일자리 사업)",청년들에게 적합한 지역 일자리를 발굴 제공하여 자산형성이 가능한 수준의 소득을 창출하는 지속 가능한 경제활동을 지원,만 39세 이하,제한 없음,경기도 과천시 ,http://www.gccity.go.kr/
46,"『과천시 창업아이디어 경진대회』
(액셀러레이팅 지원사업)","과천지역 창업 활성화를 위하여 혁신적인 창업 아이디어를 가진 창업가(팀)를 발굴하고, 창업 및 사업화 집중지원을 통해 우수 기업으로 성장시키고자 함",-,제한 없음,경기도 과천시 ,http://www.gccity.go.kr/
47, 창업·상권활성화센터 운영," - 창업(예정)자와 상인들에게 전문 멘토링과 컨설팅 지원 공간을 확보하고 제공
 - 관내 창업 수요의 전문성과 효율성을 극대화함은 물론 지역 상권 활성화의 허브 역할",-,제한 없음,경기도 과천시 ,http://www.gccity.go.kr/
48,중소기업․소상공인 육성자금 지원사업," ◈ 융자금 이자차액 지원을 통한 관내 중소기업 및 소상공인의  육성발전과 경영안정 도모
 ◈ 신규고용 창출과 고용유지로 지역경제 활성화 기여",-,제한 없음,경기도 과천시 ,http://www.gccity.go.kr/
49,청년창업자금 지원사업 ,"창업을 희망하는(관내 거주 또는 2년 미만 사업장) 지역 청년들에게 사업비, 교육, 사무공간등 실질적인 창업기반을 제공하는 사업 ",만 18세~39세,제한없음,경기도 광명시,gmstartup.or.kr
50,광명청년 JOB-START,"공공부문 청년일자리 창출 및 인턴 전문분야 근무제 운영, 취·창업교육, 맞춤형 취업 컨설팅 등을 병행하여 취업 경쟁력 확보로 취업에 진출할 수 있는 기반을 조성하기 위함",만19세~34세,대학 졸업,경기도 광명시,http://www.gm.go.kr/
51,청년 취업성공 사관학교 1기,직업을 정하지 못하고 있는 청년들에게 개인의 적성에 맞는 직업 탐색 및 취업 기회를 제공, 만 19세 ~ 만 34세 이하,제한없음,경기도 광명시,http://www.gm.go.kr/
52,광명시 마을공동체,"공동체의 복원 및 활성화를 위해 주민주체의 성장과 역량 강화, 주민스스로 가치기반 조직의 특성과 갈등양상을 이해, 소통과 의사결정역량 향상",-,제한없음,경기도 광명시,http://www.gm.go.kr/
53,시민과 함께 하는 KTX광명역~도라산 열차기행,"한반도 평화시대를 맞이하여 남북평화철도 첫걸음을 내딛는 행사로서 KTX광명역을 출발하여 도라산역까지 열차 탑승체험 및 통일염원 행사를 추진, KTX광명역을 남북평화철도 출발역으로 지정하기 위한 범국민 공감대를 확산",-,제한없음,경기도 광명시,http://www.gm.go.kr/
54,광명 1969 행복일자리사업,청년 ‧ 여성(경력단절) ‧ 다문화 ‧ 노인 등을 대상으로 다양하고 차별화된 일자리를 제공,만 19세 ~ 만 69세 이하,제한없음,경기도 광명시,http://www.gm.go.kr/
55,지역공동체 일자리사업,근로의사가 있는 국민에게 일자리를 제공하기 위해 정부에서 지원하고 광명시에서 추진,만 18세 이상,제한없음,경기도 광명시,http://www.gm.go.kr/
56,광명시 지속가능발전 시민대학,"광명시지속가능발전목표(GM-SDGs2030)의 수립과정에 다양한 시민 참여를 확대하고 지역의 지속가능한 공동체를 구축하기 위한 기반 조성, 광명시 지속가능발전 시민대학은 시민사회에 지속가능발전목표(SDGs)의 가치와 비전을 전파하고, 지속가능발전에 대한 인식을 확대함",-,제한없음,경기도 광명시 ,http://www.gm.go.kr/
57,청년공동체 활동지원사업,청년공동체를 발굴하고 청년들의 역량강화와 지역 커뮤니티 활동을 활성화,만 20세 이상 ~ 만 39세 이하,제한없음,경기도 광명시,http://www.gm.go.kr/
58,광명청년 정규직 job-go,청년 미취업자에게 취업기회를 제공하고 채용기업을 지원,만 19세 이상 ~ 만 34세 이하,졸업예정자,경기도 광명시,http://www.gm.go.kr/
59,시정협치협의회 위원,광명시 시정협치협의회를 구성하기 위해 참여 위원 모집,-,제한없음,경기도 광명시,-
60,"2019년 지역주도형 청년일자리 사업
(청년 두런두런 Do learn, Do run)","성남시는 2019년 지역주도형 청년 일자리 사업의 일환인 [청년 두런두런(Do learn, Do run)사업] 의 참여자를 모집
성남시 청년이 직무역량 강화를 위해 배우고(Do learn), 지역의 발전을 위해 도약(Do run)할 수 있도록 취업 연계사업을 진행함으로써 청년의 지역정착 활성화 에 기여하고자 아래와 같이 사업장을 선정하고 참여자를 모집",만 18세~ 34세,제한 없음,경기도 성남시,https://www.seongnam.go.kr/city/1000052/30001/bbsView.do?currentPage=1&searchSelect=title&searchWord=%EC%B2%AD%EB%85%84&searchOrganDeptCd=&searchCategory=&subTabIdx=&idx=183410
61,"2019년 지역주도형 청년일자리 사업
(성남형 청년 인큐베이팅)","성남시는 2019년 지역주도형 청년 일자리 사업의 일환인 [성남형 청년 인큐베이팅]의 참여자를 모집
성남시 청년이 사회에 진출하기 전 파트타임으로서 실무를 경험, 일자리 창출·지원 및 역량강화 기회를 제공해 청년의 자립기반 강화, 안전망 구축을 도모",만 18세~ 34세,제한 없음,경기도 성남시,https://www.seongnam.go.kr/city/1000052/30001/bbsView.do?currentPage=1&searchSelect=title&searchWord=%EC%B2%AD%EB%85%84&searchOrganDeptCd=&searchCategory=&subTabIdx=&idx=183410
62,대학생 지방행정체험연수,청년 취업증진을 위하여 예비 취업준비생인 대학생에게 행정업무 체험을 비롯한 다양한 현장체험 기회와 취업교육 및 진로설계 기회를 제공하여 취업준비에 도움을 주고자 함,-,대학 재학,경기도 성남시,-
63,2019년 성남시 사회적경제 창업보육센터,"(예비)사회적기업, 협동조합, 마을기업 등 지역공동체 형성의 사회적 목적과 가치를 실현하는 사회적경제기업 및 창업팀을 대상으로 입주자를 모집",만 18세~ 34세,제한 없음,경기도 성남시,https://www.seongnam.go.kr/city/1000052/30001/bbsView.do?currentPage=1&searchSelect=title&searchWord=%EC%B0%BD%EC%97%85&searchOrganDeptCd=&searchCategory=&subTabIdx=&idx=163147
64,"2030 직장인 품앗이
(2019년 청년봉사단 1기)",평소 주말 여가시간을 활용한 봉사활동에 관심있는 20~30대 직장인으로 구성된 봉사활동 모임,만 19세~ 39세,제한 없음,경기도 성남시,https://www.seongnam.go.kr/city/1000053/30003/bbsView.do?idx=179586
65,청년바람지대 운영,청년들에게 필요 공간 제공,만 19세~ 39세,제한 없음,경기도 수원시,http://www.swyouth.kr
66,청년활동 지원 공모사업,다양한 청년활동 지원을 통한 청년의 사회참여 확대와 청년문화 활성화,만 19세~ 39세,제한 없음,경기도 수원시,http://www.swyouth.kr
67,"함께 만드는 청년밥상 ""밥짓는 학교""",건강한 식습관 형성을 위한 식생할 개선 수업을 통해 청년들에게 규칙적이고 바른 먹거리의 중요성을 알림,만 19세~ 39세,제한 없음,경기도 수원시,http://www.swyouth.kr
68,"면접정장 무료대여 ""청나래""운영",취업을 준비하는 청년들에게 면접 정장을 무료로 대여하여 구직비용 부담경감과 사회진출의 편익을 도모,만19세~34세,제한없음,경기도 수원시,http://www.swyouth.kr
69,"취업준비 청년 교통비 지원 ""청년교통카드""",취업준비 청년의 생활비 중 큰 비중을 차지하는 교통비를 지원하여 경제적 부담을 덜어주고 구직활동에 전념할 수 있도록 지원,만19~34세,고교 재학(졸업 예정자 포함),경기도 수원시,"www.suwon.go.kr, www.swyouth.kr"
70,청년학교,기존 제도권 내 학교의 역할을 보완하는 다양한 분야의 교육을 통해 청년의 역량을 강화하고 삶의 질을 향상시키고자 함,만 19세~ 39세,제한 없음,경기도 수원시,http://www.suwonyouth.or.kr
71,청년업클라우드,"수원의 글로벌 ceo, 청년, 대학의 교류와 협력을 통해 동반성장을 모색하고 일자리 진입지원과 안전망 구축을 위해 청년들이 하고 싶은 청년자립 지원방식을 다양화하는 기회",만 19세~ 30세,제한 없음,경기도 수원시,http://www.suwon.go.kr/web/board/BD_board.view.do?bbsCd=1043&seq=20190110104032909
72,한상기업 청년채용 인턴십 프로그램 설명회,해외 청년채용 인턴십 프로그램 설명회 개최,만34세이하,제한 없음,경기도 수원시,http://www.suwon.go.kr/web/board/BD_board.view.do?bbsCd=1042&seq=20180828102632008
73,세대융합 창업지원 시스템 구축,시니어와 청년 창업가가 협업하는 새로운 융합형 창업 모델을 구축하고 맞춤형 프로그램/인프라 지원을 통해 스타트업을 강소기업으로 성장시켜 지역 경제 활성화에 기여,만39세이하,제한없음,경기도  수원시,www.k-startup.go.kr
74,수원 창업 오디션,"창업활성화 및 창업 붐 조성을 위해 창업 오디션을 개최하여 우수한 아이템을 보유한 예비 창업자 발굴,육성",만 19세~ 39세,제한없음, 경기도 수원시,http://www.suwonstartup.kr
75,대/소규모 일자리 박람회,"계층별, 규모별 맞춤식 채용행사 개최로 구인기업에는 적합한 인재채용의 기회를, 구직자에게는 면접의 기회를 제공하여 고용 창출 제고에 기여",만 19세~ 39세,제한없음,경기도 수원시,-
76,청년 해외취업 프로그램 운영,"일본IT기업 및 서비스업 취업을 희망하는 청년들의 어학과 직무교육, 취업특강 지원 및 취업 연계",만34세 이하 ,"대졸예정, 대학졸업",경기도 수원시,www.worldjob.or.kr/www.suwon.go.kr
77,수원형 청년내일채움공제,"중소,중견기업 근무 청년의 정규직 장기근속을 지원하기 위해 수원시 청년을 정규직으로 채용하고 청년내일채움공제에 참여할 경우 채용장려금 지원",만 34세,제한없음,경기도 수원시,www.work.go.kr/yougtomorrow
78,수원 청년 내일로 사업,수원시에 기반을 둔 법인.단체에서 근무하며 근무경력을 쌓고 취업역량을 강화할 수 있또록 2년간 인건비 80%와 교육 등을 지원,만18세 이상 만39세 이하,제한없음,경기도 수원시,http://www.suwon.go.kr/web/www/forms/BD_receiptView.do?seqNo=41
79,대학생 인턴사업 추진,"수원시 대학생들을 방학동안 인턴으로 채용하여, 시정 현장경험 기회를 제공하고 진로적성 탐색과 취업준비 지원",만 19세~ 39세,"대학교 재,휴학생",경기도 수원시,http://www.suwon.go.kr
80,이주배경 청년 기술력 향상 및 전문가 양성,상대적으로 취업의 기회가 취약한 이주배경 청년을 대상으로 다양한 분야의 지식습득 및 기술 함양을 통해 자신의 삶을 주체적으로 살아갈 수 있도록 기술력 향상 및 전문직업인으로서의 삶의 질 향상,만17세~24세,제한없음,경기도 수원시,-
81,청년창업 푸드트럭,소자본 창업 아이템으로서 청년창업의 문턱을 낮춰 일자리를 창출함은 물론 전통 시장등과 연계한 영업공간 확보와 다양한 먹거리 제공으로 지역경제 활성화에 기여,만19세~39세,제한없음,경기도 수원시,http://www.suwon.go.kr
82,수원청년 마을사랑방 운영,"LH매입임대주택 중 미활용 주택을 제공받아 주거취약 계층의 긴급임시 주거공간, 청년창업활동 및 사회적 경제기업 활동공간으로 무상 제공",만 19세~ 39세,제한없음,경기도 수원시,-
83,청년 장애인 1:1 맞춤형 취업프로그램 운영,"취업 취약계층인 청년 중증장애인이 스스로 자립할 수 있도록 개개인의 능력과 적성에 맞는 직업을 발굴, 근로의 기회를 제공하여 장애인의 자립기반을 조성",,-,경기도 수원시,-
84,열정페이(임금체불) 근절대책,수원청년들의 삶의 질 향상과 권익보호에 따른 임금체불 근절 대책을 위한 캠페인 전개 및 법률상담. 노동교육 실시,만 19세~ 39세,제한없음,경기도 수원시,www.youjob.kr
85,수원의 숙 장학관 운영,"수원에 거주하며 서울지역수원에 거주하며 서울지역으로 통학하는 대학(원)생들을 위하여  수원시와 백암재단이 상호 협력, 장학관(기숙사) 무료 지원",만 19세~ 39세,서울 소재 대학에 재학 중인 대학(원)생,경기도 수원시,www.suwon.go.kr/www.suwonyouth.go.kr
86,수원시 대학생 학자금 대출이자 지원,수원지역 대학생들이 재학기간 중 학업에 전념하고 대출이자 상환 부담이 경감될 수 있도록 학자금 대출이자 지원,만 19세~ 39세,대학생,경기도 수원시,http://www.suwon.go.kr
87,청년의 마음을 돌보는 마음건강상담실 운영,"무한경쟁시대, 고용불안, 상대적 박탈감 등 정신건강을 위협 받는 사회 속에서 불안 및 우울을 느끼는 청년들의 마음을 돌보기 위해 정신건강 전문요원과 함께 하는 마음건강 상담실 운영",만 18세~ 34세,-,경기도 수원시,-
88,대학생 장학금 지원,우리시 대학생을 대상으로 장학생을 선발하여 수원의 미래를 이끌어 인재육성 및 교육도시의 기틀 마련,만 18세~ 34세,대학생,경기도 수원시,-
89,학교 밖 청년 미디어 교육,학교밖 청년에게 일상을 영상으로 표현하는 협력작업을 통해 공동체의식과 자존감을 높이고자 함,만 18세~ 34세,제한 없음,경기도  수원시,http://www.swmedea.or.kr
90,수원큐어,삶의 목적과 존재의 이유를 찾는 수원청년의 회복 플랫폼으로 청년들이 자기 주도적인 삶을 살아갈 수 있도록 돕고자 함,만19세~39세,제한 없음,경기도 수원시,http://www.suwonyouth.go.kr
91,청년 취업지원 프로그램,"나만의 경쟁력, 취업으로 가는 한 걸음!
2019 청년! 취업지원 교육 참여자 모집",만 20세~ 34세,제한 없음,경기도 수원시,http://www.suwon.go.kr/web/board/BD_board.view.do?bbsCd=1042&seq=20190403141708667
92,청년해외취업 희망드림 아카데미,일본 취업을 희망하는 청년을 대상으로 어학교육 후 취업을 연계하는 청년해외취업 희망드림 아카데미 (제 3기) 참여자 선발 공고,만 18세~ 35세,제한 없음,경기도 수원시,http://www.suwon.go.kr/web/board/BD_board.view.do?bbsCd=1042&seq=20190306175135668
93,청년 프로젝트 매니저,"시민 생활에 도움이 되는 공공부문 일자리를 창출/확대하고, 공공부문에서의 실무 경험을 통한 경력 형성과 민간일자리 연계를 지원하기 위한 2019년 새-일 공공일자리사업 [청년 프로젝트 매니저] 채용계획",만 18세~ 39세,제한 없음,경기도 수원시,http://www.suwon.go.kr/web/board/BD_board.view.do?bbsCd=1042&seq=20190107114735953
94,청년여성일자리사업 매니저,새-일 공공일자리사업 참여를 통해 청년과 여성을 대상으로 하는 취업 역량강화 교육 및 일자리 제공 등의 취업지원 사업을 지원할 매니저 채용계획,만 18세~ 39세,제한 없음,경기도 수원시,http://www.suwon.go.kr/web/board/BD_board.view.do?bbsCd=1042&seq=20190124094928134
95,박물관 도슨트,박물관 학예업무의 전문성 및 신기술을 바탕으로 한 전문 업무역량을 갖춘 도슨트 청년 인력 양성을 목적으로 2019년도 수원광교박물관 박물관 도슨트 채용계획,만 18세~ 39세,제한 없음,경기도 수원시,http://www.suwon.go.kr/web/board/BD_board.view.do?bbsCd=1042&seq=20190109110058181
96,청년 자원봉사 코디네이터,시민에게 도움이 되는 공공일자리를 발굴하여 일자리를 제공하고 일 경험을 통한 경력형성과 민간일자리 연계를 지원하기 위한 2019년도 수원형 새-일 공공일자리사업 [청년 자원봉사 코디네이터] 채용계획,만 18세~ 39세,제한 없음,경기도 수원시,http://www.suwon.go.kr/web/board/BD_board.view.do?bbsCd=1042&seq=20190104115449011
