,title,body,age,educated,region,url
223, 2019년 상반기 지역공동체일자리사업 참여자 모집,"2019년 상반기 지역공동체일자리사업 참여자 모집 공고
근로의사가 있는 도봉구민에게 일자리를 제공하기 위해 정부에서 지원하고 도봉구에서 추진하는 ｢2019년 상반기 지역공동체일자리사업｣ 참여자 모집",만 18세 이상,제한 없음,서울특별시 도봉구,http://www.dobong.go.kr/
224,문화예술 청년창업 활성화프로그램 수강생 모집,도봉구청과 동덕여자대학교에서는 혁신적인 문화예술 창업 아이디어를 가지고 있는 (예비)청년 창업자를 대상으로 창업에 대한 이론 및 창업사례 등 다양한 내용으로 “2019 문화예술 청년창업 활성화 프로그램 교육”을 개최,만16세 ~만39세,제한 없음,서울특별시 도봉구,http://didimteo.or.kr/news/neighbor_news/?mod=document&uid=621
225,중소기업창업보육센터 입주자 모집,경영자금과 사무실확보의 어려움을 격는 중소기업 (예비)창업자의 기반 조성을 위하여 도봉구 중소기업 창업보육센터 입주자를 모집,-,제한 없음,서울특별시 도봉구,http://www.dobong.go.kr/
226,1인 방송 유튜버 양성교육 수강생 모집 공고,"스마트폰 및 SNS를 이용한 1인 방송에 대한 관심이 높아짐에따라 미디어 콘텐츠 제작 실무 능력을 배우고 미래 유망직업으로서 4차 산업시대 전문 인력을 양성하고자 함.
4차 산업시대 유망 직업으로 인재양성 및 신규 일자리 창출, 1인 방송 유튜버가 되기 위한 기본 교육 및 실무 병행 추진, 지역의 다양한 문화콘텐츠 발굴 및 정보를 공유하는 감성소통 기반 구축",만  15세이상,제한 없음,서울특별시 도봉구,http://www.dobong.go.kr/bbs.asp?bmode=D&pcode=12673408&code=10004124
227,「찾아가는 원스톱 기업 경영 컨설팅」운영,취 창업 및 기업 각종 애로사항을 한 번에 해결하는 「찾아가는 원스톱 기업경영컨설팅」을 운영하여 우리구 기업체에 필요한 제도 홍보 및 고충 상담 처리,-,제한 없음,서울특별시 도봉구,http://www.dobong.go.kr/
228,일자리플러스센터 운영 활성화,"지역 주민을 위한 안정적인 취업상담 및 알선, 구인기업 발굴, 직업훈련사업 안내 등 종합적인 고용정보를 제공하여 주민 취업률 향상에 기여하고자 함.
구민 일자리 창출 최우선을 목표로 구민에게 더욱 가깝게 다가가는 일자리플러스센터 조성, 도봉구 일자리플러스센터에는 일자리에 대한 희망이 있다는 구 의지 표명",-,제한 없음,서울특별시 도봉구,http://www.dobong.go.kr/
229,도봉구청년 지역현안 간담회,"서울지역협동조합협의회에서 도봉구 청년들이 함께 모여 지역의 현안을 나누고, 다양한 프로젝트를 기획하는 자리를 마련",만18세 ~만39세,제한 없음,서울특별시 도봉구,https://sygc.kr/neighborhoods/1451
230,도봉구 맞춤형 임대주택(도전숙),청년 창업인 육성 및 주거 및 자립기반이 취약한 청년창업인들의 주거안정을 위해 맟춤형 임대주택(도전숙)을 공급,만19세 이상 ~ 만39세 이하,제한 없음,서울특별시 도봉구,http://www.dobong.go.kr
231,청년정거장 2기,"청년들의 지역 활동 기반조성 및 확대를 위해 도봉구 지역기반의 콘텐츠를 기획 중인 
청년들을 지원하는 사업",39세 이하 ,제한 없음,서울특별시 도봉구,http://www.dbfac.or.kr/
232,일자리카페 운영,"도봉구 청년생활권 내에 일자리카페를 운영하여 구직자 수요맞춤형 취업지원서비스와 취업특강, 현직자 멘토링 1:1 직무 상담 등 제공",19세 ~39세,제한 없음,서울특별시 도봉구,http://www.dobong.go.kr
233,청년외식창업 인큐베이팅사업,"외식창업을 희망하는 지역내 청년을 모집하여 외식관련 교육과정 진행, 상품개발, 창업 실습 지원, 시범매장 운영, 점포 창업과정 및 창업 후 사후관리 지원",만 18세~39세,제한 없음,서울특별시 동대문구,http://www.ddm.go.kr
234,2019년 하반기 공공근로사업,관내에 거주하는 청년들에게 일자리 제공,만 18세 이상,졸업자,서울특별시 동대문구,http://www.ddm.go.kr/ddm/gujungNewsview.jsp?bid=81&pid=59653
235,동대문구 무료직업훈련,관내 거주 청년들과 지역주민들에게 전문직업 교육 프로그램 제공,39세 이하,제한 없음,서울특별시 동대문구,http://www.ddm.go.kr/ddm/gujungNewsview.jsp?bid=81&pid=58776
236,동대문구 창업지원센터  ,서울특별시 동대문구 창업지원센터 설치·운영 계획에 따라 예비 창업자 및 창업초기의 기업체를 건실한 중소기업체로 육성시키고자 함,,제한 없음,서울특별시 동대문구,http://www.ddm.go.kr
237,지역공동체 일자리사업,"한시적 생계유지 보조 성격의 일자리사업을 생산적이고 지속적,안정적인 사업 발굴을 통하여 취약계층의 일자리사업을 확대하고, 안정적 일자리를 찾을 수 있도록 기회를 제공하여 지역경제 활성화에 기여하고자 함",만 18세 이상,제한 없음,서울특별시 동대문구,http://www.ddm.go.kr/education/areacommunityWork.jsp
238,노량진 청년일자리센터,청년들의 취업준비부터 성공까지 필요한 모든 서비스를 One-Stop으로 제공,만 19세 ~ 39세,제한 없음,서울특별시 동작구,http://job.seoul.go.kr
239,청년창업지원센터,동작구가 운영하는 청년창업지원센터에 입주할 역량 있는 성장단계 창업기업 및 예비 창업자를 모집,만 19세~ 39세,제한 없음,서울특별시 동작구,http://www.dongjak.go.kr
240,공공근로 사업,공익성이 높은 생산적인 업무에 실업자를 채용하여 실직자의 일자리제공과 생계보호에 기여하고 공공서비스의 수준을 향상시키는 사업, 만 18세이상,제한 없음,서울특별시 동작구,http://www.dongjak.go.kr
241,동작구 안전지도 청년서포터즈,스마트폰을 이용하여 지도에 관련 정보를 담아 온라인으로 공유하는 커뮤니티 매핑사업을 통하여 동작구 관내 범죄 취약지역을 발굴,만 19세이상 ~ 만 39세이하,동작구를 생활권(관내 학교 재학 또는 휴학 등)으로 하고 있는 자,서울특별시 동작구,http://www.dongjak.go.kr/portal/bbs/B0000172/view.do?nttId=10187403&menuNo=200644
242,희망나눔동작네트워크 민관협력형 청년 공유주택,비영리민간단체인 희망나눔동작네트워크에서 동작구 1인 청년가구의 주거 안정을 위해 공급 하는 민관협력형 청년공유주택,만 18세이상 ~ 35세 이하,동작구 소재 대학(원) 재학생(휴학 포함) 및 학원생,서울특별시 동작구,http://www.dongjak.go.kr/portal/bbs/B0000022/view.do?nttId=10185882&menuNo=200641
243,아동복지시설 이동양육도우미 사업,아동복지시설에 양질의 아동복지서비스를 제공하고 참여자에게는 안정적 일자리 진입을 지원하는 서울형 뉴딜일자리 사업,만 18세이상,졸업자,서울특별시 동작구,http://www.dongjak.go.kr/portal/bbs/B0000731/view.do?nttId=10186614&menuNo=200645
244,라이프 마을 기획사 사업,공동체를 기반으로 허례허식 없는 가정행사 이벤트 사업을 운영하여 새롭고 지속가능한 일자리를 창출하고자 상향적이고 협력적인 일자리 사업의 일환으로 추진하는 사업,,제한 없음,서울특별시 동작구,http://www.dongjak.go.kr/portal/bbs/B0000731/view.do?nttId=10186946&menuNo=200645
245,청각장애인 CCTV모니터링 요원,청각장애인을 위한 맞춤형 일자리 사업 일환으로 청각장애인 CCTV 모니터링 요원 채용,만 18세이상,졸업자,서울특별시 동작구,http://www.dongjak.go.kr/portal/bbs/B0000172/view.do?nttId=10185567&menuNo=200644
246,서울형 뉴딜일자리 작은도서관 리딩플래너 사업,작은도서관 활성화 및 청년들의 일자리 창출을 위함,만 18세이상,졸업자,서울특별시 동작구,http://job.seoul.go.kr
247,2019년 동작혁신교육지구 서포터즈,동작혁신교육지구의 분과활동 및 다양한 사업 영역으 연결하고 활동을 촉진,만 20세이상 ~ 60세이하,제한 없음,서울특별시 동작구,http://www.dongjak.go.kr/portal/bbs/B0000172/view.do?nttId=10184896&menuNo=200644
248,2019년 상반기 동작구 지역공동체 일자리사업,근로의사가 있는 주민에게 일자리를 제공,만 18세이상,제한 없음,서울특별시 동작구,http://www.dongjak.go.kr/portal/bbs/B0000172/view.do?nttId=10187995&menuNo=200644
249,서울형 뉴딜일자리 특성화고 취업지원관 운영사업,"서울 소재 특성화고, 마이스터고, 산업 및 문화에술정보학교 재학생의 취업역량 강화를 지원",만 18세이상,졸업자,서울특별시 동작구,http://www.dongjak.go.kr/portal/bbs/B0000731/view.do?nttId=10186516&menuNo=200645
250,동작구형 청년내일채움공제,중소기업의 정규직 채용 촉진과 청년근로자의 장기근속 및 자산형성을 돕기 위함,만 15세 이상 ~ 34세 이하,졸업자,서울특별시 동작구,www.work.go.kr/youngtomorrow
251,노량진 1번가,"공시 합격자는 100명중 3명이하, 매년 40만면 이상 불합격하는 현실에서 취업 청년층을 돕기 위해 인사혁신처와 동작구청이 협업하여 공무원 진로탐색 및 민간으로 진로전환 서비스 기획 및 운영",제한 없음,제한 없음,서울특별시 동작구,http://www.dongjak.go.kr
252,2019년 어르신일자리사업 전담인력,동작구에 거주하는 주민을 대상으로 어르신일자리사업 전담인력 채용을 통해 일자리 제공,제한 없음,제한 없음,서울특별시 동작구,http://www.dongjak.go.kr/portal/bbs/B0000172/view.do?nttId=10184803&menuNo=200644
253,2019 여름방학 대학생 아르바이트,여름방학동안 대학생에게 구정업무를 직접 체험하고 사회생활 경험의 기회를 제공하고자 함,제한 없음,대학 재학,서울특별시 동작구,https://www.dongjak.go.kr/portal/progrm/master/online/list.do?tmplatSeCd=14&menuNo=200936
254,서울시 동작구 상향적 협력적 일자리 사업,취 창업 의지가 있는 서울시 거주자를 대상으로 펫시터 양성 교육의 기회 제공,만 19세 이상,제한 없음,서울특별시 동작구,http://www.dongjak.go.kr/portal/bbs/B0000022/view.do?nttId=10187418&menuNo=200641&pageIndex=8
255,마을과집 상도동 자몽 셰어하우스,여성 청년 1인 가구의 주거 안정에 기여하기 위하여 마을과집 한국사회주택협동조합에서 공급하는 시설로 셰어하우스 형태로 운영,만 19세 이상,제한 없음,서울특별시 동작구,http://www.dongjak.go.kr/portal/bbs/B0000022/view.do?nttId=10186711&menuNo=200641&pageIndex=13
256,상반기 찾아가는 평생학습강좌,구민 및 관내에 거주하는 직장인에게 학습강좌 프로그램 제공,제한 없음,제한 없음,서울특별시 동작구,http://www.dongjak.go.kr
257,동작구 마을강사 학습연구동아리 지원 사업,"마을 교육 콘텐츠의 영역 확대 및 질적 수준 향상, 마을교육 발전방안에 대한 다양한 제안사항을 바탕으로 혁신교육사업을 추진하고자 함",제한 없음,제한 없음,서울특별시 동작구,http://www.dongjak.go.kr/portal/bbs/B0000022/view.do?nttId=10186286&menuNo=200641&pageIndex=16
258,2019년 발달장애인 주간활동서비스 사업,"발달장애인에게 낮 시간에 자신의 욕구를 반영한 지역사회 기반 활동에 참여함으로써 '의미 있는 하루, 바람직한 하루'를 본래 수 있도록 하여, 장애인의 자립 생활을 지원하고 사회참여를 증진시켜 삶의 질을 향상",만 18세 이상 ~ 만 65세 미만,졸업자,서울특별시 동작구,http://www.dongjak.go.kr/portal/bbs/B0000022/view.do?nttId=10186194&menuNo=200641&pageIndex=17
259,동작혁신교육지구 플래너,동작구에 거주하는 청년들을 대상으로 일자리 제공,만 20세 이상 ~ 만 60세 이하,제한 없음,서울특별시 동작구,http://www.dongjak.go.kr/portal/bbs/B0000022/view.do?nttId=10185588&menuNo=200641&pageIndex=21
260,동작50+센터 문화관광마케팅지도사 교육과정 ,동작50+센터 커뮤니티 '관광마케팅연구회(CTMA)'에서 설계한 교육과정으로 국내외 문화관광자원과 상품에 대한 지식 및 정보를 습득하고 다양한 관광마케팅 능력을 개발할 수 있는 강의 지원,만 19세 이상,졸업자,서울특별시 동작구,www.jhckorea.org
261,2019년 하반기 동작구 지역공동체 일자리사업,근로의사가 있는 주민에게 일자리를 제공하기 위함,만 18세 이상,졸업자,서울특별시 동작구,http://www.dongjak.go.kr/portal/bbs/B0000172/view.do?nttId=10187995&menuNo=200644&pageIndex=3
262,2019년 장애인일자리 확대 지원사업,관내에 거주하는 장애인에게 일자리 제공,만 18세 이상,제한 없음,서울특별시 동작구,http://www.dongjak.go.kr
263,2019년 상반기 발달장애인 직장적응 체험훈련,관내 청년발달장애인을 위한 직장적응체험훈련을 운영하여 취업하고자 하는 발달장애인에게 직업을 직접 경험할 수 있는 기회를 제공,만 18세 이상 ~ 만 39세 이하,고등학교 졸업예정자 이상,서울특별시 동작구,http://www.dongjak.go.kr/portal/bbs/B0000172/view.do?nttId=10185468&menuNo=200644&pageIndex=40
264,청년 1인가구 맞춤형 공공주택,"제도 밖 사각지대에서 주거빈곤을 겪는 청년이 실제로 들어가서 살 수 있도록 공급 관련 제도는 개선하고 청년 1 인가구 대상 공공주택 공급을 신설 및 규모화, 대학생 공시생 사회초년생 등 무주택 청년 1인가구의 주거불안 해소", 만 19세 ~ 39세,제한없음,서울특별시 동작구,"http://www.ssu.ac.kr/, http://www.dongjak.go.kr/"
265,"지역주도형 청년일자리사업
(젊은청년, 가치를 만나다)",청년에게 적합한 지역 일자리를 발굴·제공하여 지속가능한 경제활동을 지원하는 동시에 청년유입을 통해 지역의 활력 제고,"만 19세 ~ 30세이하
(1987. 8. 14. 이후 ∼ 1999. 8. 13 이전 출생자)",제한없음,서울특별시  마포구,http://www.mapo.go.kr
266,"지역주도형 청년일자리사업
(중소기업 경영지원을 위한 청년경영지원 일자리사업)","청년에게 적합한 지역 일자리를 발굴·제공하여 지속가능한 경제활동을 지원하는 동시에 청년유입을 통해 지역의 활력 제고, 지역사회에 필요한 다양한 서비스를 청년의 일자리로 기획, 제공하여 청년에게 전공과 적성을 고려한 일 경험 기회를 통하여 직무 역량 강화 및 경력 형성의 기회를 마련할 수 있는 「중소기업 경영지원을 위한 청년경영지원 일자리 창출사업」 청년 참여자를 아래와 같이 모집",만 39세이하,제한없음,서울특별시  마포구,http://www.mapo.go.kr
267,1인 창조기업 지원센터,중소벤처기업부와 마포구가 지원하고 서강대학교 창업지원단에서 시행하는 『1인 창조기업 지원센터』사업과 관련하여 우수하고 참신한 아이템으로 창업에 도전을 희망하는 청년기업가 및 시니어 창업가를 선발하여 적극 지원,-,제한없음,서울특별시 마포구,http://www.mapo.go.kr
268,"여름방학 대학생 아르바이트 사업 알림
[사전공표 10-153]",마포구에서는 대학생들에게 경제적 자립심과 일자리 체험의 기회를 제공하고자 2019년 여름방학 아르바이트 대학생을 아래와 같이 공개모집하오니 많은 참여바랍니다. ,-,"대학교 재학생, 휴학생",서울특별시  마포구,http://www.mapo.go.kr
269,"지역자산을 활용한 
사회적경제 일자리창출사업 참여자 추가 모집","돌봄, 복지, 안전, 주거 등 지역내 다양한 사회문제 해결을 추구하는 사회적경제기업에서 근무할 미취업 청년을 아래와 같이 모집합니다. ",만 18세∼39세,제한없음,서울특별시  마포구,http://www.mapo.go.kr
270,2019년 사업비 지원 마을기업 공고,서울특별시 마을기업 육성 정책에 따라 사업비 지원 마을기업을 선정하고자 다음과 같이 공고합니다.,-,제한없음,서울특별시  마포구,http://www.mapo.go.kr
271,중소기업육성기금 융자지원, 2019년도 마포구 중소기업육성자금 융자 지원계획을 『서울특별시 마포구 중소기업육성기금 설치 및 운용조례』 제11조의2(융자계획의 공고) 규정에 따라 다음과 같이 공고,-,제한없음,서울특별시  마포구,http://www.mapo.go.kr
272,특별신용보증 지원(서울신용보증재단) , 2019년도 마포구 중소기업육성자금 융자 지원계획을 『서울특별시 마포구 중소기업육성기금 설치 및 운용조례』 제11조의2(융자계획의 공고) 규정에 따라 다음과 같이 공고,-,제한없음,서울특별시  마포구,http://www.mapo.go.kr
273,(예비)사회적기업 전문인력 지원계획 공고,"(예비)사회적기업의 자립기반 조성과 경영역량 강화를 위한 전문인력 지원계획
(예비)사회적기업의 경영역량 강화를 위해 전문인력을 채용 하는 경우 심사를 통해 전문인력 인건비 일부를 지원.",-,제한없음,서울특별시  마포구,http://www.seis.or.kr
274,지역주민과 함께하는 「JOB 토크콘서트」 안내,"마포구와 중부여성발전센터에서는 최근 실업률이 심각한 사회문제로 부각됨에 따라 지역주민과 함께 대안을 마련하고 취업과 연계될 수 있는 역량을 확대하기 위한 
""JOB 토크콘서트""를 아래와 같이 개최",-,제한없음,서울특별시  마포구,https://jungbu.seoulwomanup.or.kr/jungbu/
275,"청년전용공간
(진로설계 프로그램)",상수빗물펌프장 내 청년전용공간을 청년커뮤니티 및 일자리 지원 전문기관에 위탁하여 청년들이 일과 삶에 대한 미래를 준비할 수 있는 공간으로 운영,만 18세 이상 39세 이하,대학생,서울특별시 마포구,http://www.mapo.go.kr
276,"청년전용공간
(실전 취업·창업지원 프로그램)",상수빗물펌프장 내 청년전용공간을 청년커뮤니티 및 일자리 지원 전문기관에 위탁하여 청년들이 일과 삶에 대한 미래를 준비할 수 있는 공간으로 운영,만 18세 이상 39세 이하,제한없음,서울특별시 마포구,http://www.mapo.go.kr
277,전산회계 1급 자격취득과정,회계 관련 직무를 희망하는 청년들에게 수요자 중심의 맞춤교육을 실시하여 취업률을 제고하고자 함,만 19세 ~ 39세,제한없음,서울특별시 중랑구,http://www.jungnang.go.kr/portal/main.do
278,일반경비원 신임교육,경비 관련 직무를 희망하는 청년들에게 수요자 중심의 맞춤교육을 실시하여 취업률을 제고하고자 함,만 19세~69세 이하,제한없음,서울특별시 중랑구,http://www.jungnang.go.kr/portal/main.do
279,정보보안 핵심인력 양성과정 운영,청년 대상 정보보안 분야 전문교육 실시 및 일자리 연계로 청년 취업지원을 강화,만 19세 ~ 39세,제한없음,서울특별시 중랑구,http://www.jungnang.go.kr/portal/main.do
280,의류제조업 협업화 지원,다수의 의류제조업체 간 협업을 통해 개발된 지역별 공동브랜드 또는 공동작업장 등의 육성‧발전 도모 사업,-,제한없음,서울특별시 중랑구,http://www.jungnang.go.kr/portal/main.do
281,발달장애인 평생교육센터 운영 위탁,발달장애인의 욕구를 바탕으로 생애주기별 맞춤 평생교육 프로그램을 제공하여 발달장애인의 삶의 질 향상에 기여하고자 하는 평생교육센터를 위탁.,-,제한없음,서울특별시 중랑구, http://www.jungnang.go.kr/
282,도시농부학교 운영 ,도시농업에 대한 기초교육을 통한 도시농부 양성 및 지속 가능한 도시농업 추진,-,제한없음,서울특별시 중랑구, http://www.jungnang.go.kr/
283,빗물이용시설 설치비 지원,시민들이 소중한 수자원인 빗물을 잘 받아서 이용할 수 있도록 2007년부터 소형빗물이용시설 설치비 지원,-,제한없음,서울특별시 중랑구, http://www.jungnang.go.kr/
284,4월 중랑구 구민정보화교육,정보화 취약계층의 정보격차 해소 및 정보화 경쟁력 강화를 위한 정보화교육 지원,30세(1990년생) 이상,제한없음,서울특별시 중랑구 , http://www.jungnang.go.kr/
285,중소기업 청년취업인턴제,청년실업을 해소하고자 청년채용 기업에 지원금을 지원하여  청년층의 채용기회를 확대하고자 함,만 15세~34세,기타(참여기업별  자체 선발 기준),서울시 송파구,http://www.songpa.go.kr/
286,청년도전프로젝트,"청년정책 제안 심의를 통하여 선발된 팀에게 창업에 필요한 교육비, 활동비, 공간활동 등 지원",만 19세 ~ 39세,제한없음,서울시 송파구,http://www.songpa.go.kr/
287,송파ICT청년창업지원센터,"ICT 및 기타 기술 특허를 활용한 창업 분야에 우수한 아이디어를 보유하고 있는 청년기업과 예비창업가를 선발하여 사무 공간 제공에서부터 교육, 전문 컨설팅, 멘토링까지 원스톱으로 지원",39세 미만,제한없음,서울시 송파구,http://songpaict.com
288,마천시장 청년상인 창업지원사업,전통시장내 빈점포를 활용하여 미래 전통시장을 이끌어갈 청년상인 창업지원을 통해 일자리 창출은 물론 전통시장의 변화와 침체된 분위기 활성화 유도,만39세미만,제한없음,서울시 송파구,http://songpaict.com
289,"취업희망여성을 위한, 맞춤형 취업 특강",취업 희망 여성을 대상으로 맞춤형 취업 특강 진행,,제한없음,서울시 송파구,http://songpaict.com
290,2019년 하반기 지역공동체일자리사업,근로의사가 있는 서울시민에게 일자리 제공,만 18세 이상,제한없음,서울시 송파구,http://www.songpa.go.kr/
291,2019년 여름방학 대학생 행정인턴,여름방학동안 대학생에게 구정업무를 직접 체험하고 사회생활 경험의 기회를 제공하고자 함,,"대학 재학, 대학 휴학",서울시 송파구,http://www.songpa.go.kr/
292,강화군 시간제 청년근로자 장려금,시간제 청년근로자에게 급여 일부를 보전하여 청년복지 향상 및 취업역량 강화 도모,만 19세~29세,제한 없음,인천광역시 강화군,-
293,"온라인 청년 창업자 육성 사업
(2019년 지역주도형 청년 일자리사업)","청년창업자의 현실적인 사업 지원을 위해 “오픈마켓” 사용을 통한 오프라인 상품연계를 지원하고, 개인 쇼핑몰을 지원하여 청년 창업 자립 기반 구축",만 18세~39세,제한 없음,인천광역시 강화군,-
294,청년창업농 영농정착 지원사업,영농 초기 경영 및 생계가 불안정한 청년 농업인에게 생활안정자금을 지급하여 영농정착 지원,만18세~40세,제한없음,인천광역시 강화군,https://uni.agrix.go.kr/webportal/main/portalIndex.do?web=in
295,강화군 상반기 여성 취업특강 운영,"강화군은 여성의 사회 참여 확대로 경제적 자립 기반을 구축하고, 여성인력의 개발 및 활용을 적극적으로 지원하기 위해 필요한 교육 프로그램 및 맞춤 취업지원 서비스를 제공하고 있습니다.",-,제한 없음,인천광역시 강화군,https://www.ganghwa.go.kr
296,대학생 직장인 체험,우리군 관내 거주 대학생을 대상으로 방학기간을 이용하여 행정기관에 근무토록 하여 바쁜 행정업무를 지원하고 행정경험을 체득할 수 있는 기회를 제공하고자 함.,-,고교 졸업 이상,인천광역시 강화군,http://www.ganghwa.go.kr
297,청년창업농육성지원,"창업 자금, 기술·경영 교육과 컨설팅, 농지은행 매입비축 농지 임대 및 농지 매매를 연계 지원하여 건실한 경영체로 성장을 유도",만 18세이상~만 40세 미만,제한없음,인천광역시 계양구,https://uni.agrix.go.kr
298,청년인턴,청년실업자 해소 및 안정적 일자리로 전환,만 39세 이하,대학 졸업,인천광역시 계양구,https://www.gyeyang.go.kr/open_content/reservation/
299,민간취업연계형 청년인턴사업,"[행전안전부 지역주도형 청년일자리 공모사업]
사회문제로 대두되고 있는 청년실업문제를 해소하고자 기존 공공부문형 청년인턴사업을 지역사회에 필요한 민간 취업분야로 확대 ",만 18세~39세,"타지역 거주자, 만39세이상",인천광역시  계양구,http://www.gyeyang.go.kr/open_content/reservation/sub/intern_info.jsp
300,청년내일희망프로젝트 ,미취업 청년구직자에게 경력 형성 기회를 제공하고 기업에게 우수인력 및 예산 지원을 통해 정규직 전환 촉진과 청년 고용확대를 증진하고자 시행,만 39세 이하,제한없음,인천광역시 계양구,https://www.gyeyang.go.kr/
301,마을기업 청년일자리사업,사회적경제기업(마을기업) 청년일자리사업을 통한 양질의 일자리를 제공할 수 있는 기업과 미취업 청년을 연계하여 사회적경제조직의 생태기반을 조성,만 18세 ∼ 39세,제한없음,인천광역시 계양구,http://www.gyeyang.go.kr/open_content/main/bbs/bbsMsgDetail.do?msg_seq=11003&bcd=board_4
302,마을공동체 만들기 지원사업 ,"「인천광역시 계양구 마을만들기 및 사회적경제육성 지원에 관한 조례」제8조에 따라 교육․학습, 경제, 복지, 문화, 환경개선 등 5개 분야의 지원 사업을 공고",,제한없음,인천광역시 계양구,https://www.gov.kr/portal/locgovNews/1751325
303,여성 새로 일하기 센터,"임신, 출산, 육아 등으로 경력이 단절된 여성에게 취업상담, 직업교육훈련, 인턴십 및 취업 후 사후관리 등 종합적인 취업 지원 서비스를 One-Stop으로 제고하여 여성의 경제활동 참여율 제고",-,제한없음,인천광역시 계양구,http://www.ifwf.or.kr/
304,자활 근로 지원,"수급자 및 저소득층이 스스로 자립할 수 있도록 자활능력 배양, 기술습득 지원 및 근로 기회 제공",만 18세 ~ 64세 ,제한없음,인천광역시 계양구,https://www.gov.kr/
305,지역공동체 일자리,취약계층에 대한 생계지원 대책 마련과 안정적이고 지속적인 일자리 마련,만 18세 이상,제한없음,인천광역시  계양구,http://www.gyeyang.go.kr
306,공공근로사업,경제적 여건이 어려운 실직자를 대상으로 일자리를 제공함으로써 이들의 생계안정 도모 및 지역주도형 일자리 사업으로 저소득 실업자들에게 안정된 일자리 창출,만 19세 이상,제한없음,인천광역시 계양구,http://www.gyeyang.go.kr
307,청년 내일 희망 프로젝트,"[행전안전부 지역주도형 청년일자리 공모사업]
1. 청년인턴십 프로그램 : 청년과 기업간 미스매칭을 완화하고 채용 우수기업에 인센티브를 제공함으로써, 정규직 전환 촉진과 기업의 인력난 해소에 따른 일자리 창출
2. 근로환경개선사업 : 청년 채용실적 우수기업에 청년들이 일하기 좋은 근로환경 조성을 위한 근로환경개선사업을 추진하여, 청년 친화적 직장문화 및 청년고용 확대",만 18세~39세,고졸이상,인천광역시 계양구,http://www.gyeyang.go.kr
308,청년인턴사업,"공공기관 업무 참여로 직무능력을 발굴할 수 있는 동기를 부여하여 한시적  일자리에 머무르지 않고 안정적 일자리로 전환될 수 있도록 다양한 지원책 마련
",만 18세~34세,고졸이상,인천광역시 계양구,http://www.gyeyang.go.kr/open_content/reservation/sub/intern_info.jsp
309,신포국제시장 및 상점가 청년창업 지원사업,신포국제시장 및 인근 상점가의 공점포를 활용한 청년창업공간 조성을 통한 지역주도형 청년일자리 창출 및 지역경제 활성화 유도,39세 이하,제한없음,인천광역시 계양구,http://www.gyeyang.go.kr
310,청년 IT 관광 공작소,4차 산업혁명 성장을 이끌 핵심인재를 활용하여 근대문화 유산의 입체적・맥락적 보전 및 원도심 재생 촉진,-,제한없음,인천광역시 계양구,http://www.gyeyang.go.kr
311,청년창업 희망스타트 지원사업,"변종 유흥업소 밀집지역을 청년 창업육성을 위해 청년창업특화거리로 조성, 변종유흥업소 해소 및 청년들의 일자리창출과 도시재생을 통한 지역경제 활성화 도모",만 19세~39세,제한없음,인천광역시 계양구,http://michu.incheon.kr/
312,청년정책네트워크 구성 및 운영,"청년이 주도하는 청년정책네트워크 구성 및 운영, 청년문제의 당사자인 청년들이 서로 모여 참다운 청년정책 발굴 및 실현", 만 19세~39세,"대학 재학, 휴학, 제적, 졸업",인천광역시 계양구,http://www.ifac.or.kr/
313,문화콘텐츠 전문인력 양성 및 취업지원,"미추홀구문화콘텐츠산업지원센터 내 입주기업에 청년의 취업을 지원함으로써 청년실업문제와 중소기업의 인력난 해소 기여, 문화콘텐츠전문인력 양성 및 기업지원으로 문화콘텐츠산업 발전에 기여",만 18세~ 39세,제한없음,인천광역시 계양구,https://www.gcon.or.kr/board/view?pageNum=1&rowCnt=10&linkId=8365&menuId=MENU02155&schType=0&schText&boardStyle&categoryId&continent&country
314,문화콘텐츠 청년창업 운영,"도전하는 청년의 창업을 적극 지원하여 청년주도형 일자리를 창출하고 관련 산업 발전에 기여, 청년창업자에 대한 단계별로 체계적인 지원과 역량 강화 프로그램 운영으로 창업 성공률 제고",만 18세~ 39세,제한없음,인천광역시 계양구,https://www.gcon.or.kr/
315,"원도심 활성화를 위한 숭의평화 문화시장 운영
숭의평화시장 창작공간 조성 및 운영",시장기능을 상실한 숭의평화 문화시장을 청년기업 및 문화예술 활동가가 입주할 수 있도록 유도하여 예술과 사회적경제가 어우러진 문화시장으로 활성화,-,제한없음,인천광역시 계양구,-
316,"원도심 활성화를 위한 숭의평화 문화시장 운영
문화가 있는 날 행사 진행",시장기능을 상실한 숭의평화 문화시장을 청년기업 및 문화예술 활동가가 입주할 수 있도록 유도하여 예술과 사회적경제가 어우러진 문화시장으로 활성화,-,제한없음,인천광역시 계양구,-
317,"원도심 활성화를 위한 숭의평화 문화시장 운영
아름다운가게 주관 공모사업",시장기능을 상실한 숭의평화 문화시장을 청년기업 및 문화예술 활동가가 입주할 수 있도록 유도하여 예술과 사회적경제가 어우러진 문화시장으로 활성화,-,제한없음,인천광역시 계양구,-
318,"원도심 활성화를 위한 숭의평화 문화시장 운영
시주관 천개의 문화오아시스",시장기능을 상실한 숭의평화 문화시장을 청년기업 및 문화예술 활동가가 입주할 수 있도록 유도하여 예술과 사회적경제가 어우러진 문화시장으로 활성화,-,제한없음,인천광역시 계양구,-
